"Date","Anger","Anticipation","Disgust","Fear","Joy","Sadness","Surprise","Trust","Negative","Positive","y"
"2014-02-10",14,17,9,21,7,13,6,14,28,22,1
"2014-02-11",12,8,7,22,7,13,8,16,31,25,1
"2014-02-12",18,13,10,20,11,13,4,26,36,35,0
"2014-02-13",13,5,9,18,3,12,2,16,25,16,1
"2014-02-14",11,11,5,20,13,9,5,22,22,30,1
"2014-02-18",17,8,11,23,3,11,5,19,32,19,0
"2014-02-19",14,6,5,17,1,8,4,13,22,14,0
"2014-02-20",12,8,5,20,9,12,6,19,30,27,1
"2014-02-21",20,8,10,26,5,17,8,18,31,20,0
"2014-02-24",20,10,5,27,8,14,2,16,31,20,1
"2014-02-25",10,11,3,10,9,9,7,19,21,19,0
"2014-02-26",8,5,6,13,4,11,2,8,20,21,1
"2014-02-27",13,11,3,17,8,9,4,18,21,25,1
"2014-02-28",10,8,5,17,4,11,3,17,24,18,1
"2014-03-03",9,7,3,15,4,7,4,14,23,23,0
"2014-03-04",10,7,5,15,5,5,4,11,25,18,1
"2014-03-05",12,8,4,15,5,10,3,16,24,29,0
"2014-03-06",9,11,4,15,3,10,3,12,19,26,1
"2014-03-07",12,8,11,18,4,9,4,11,23,16,1
"2014-03-10",13,10,6,15,5,10,3,13,20,17,0
"2014-03-11",9,6,6,19,5,12,7,13,22,20,0
"2014-03-12",9,9,5,19,6,12,3,11,23,15,0
"2014-03-13",6,8,2,16,6,6,3,15,16,25,0
"2014-03-14",14,9,5,20,3,15,5,14,25,14,0
"2014-03-17",7,9,6,15,7,10,7,15,23,21,1
"2014-03-18",8,11,0,8,6,5,3,19,12,23,1
"2014-03-19",17,13,9,19,9,15,11,21,24,24,0
"2014-03-20",8,13,6,17,6,5,3,22,21,35,1
"2014-03-21",14,12,6,14,5,9,4,19,24,24,0
"2014-03-24",6,9,1,10,3,5,2,12,12,12,0
"2014-03-25",13,12,11,15,3,11,1,8,24,10,1
"2014-03-26",13,17,7,20,12,15,7,20,32,32,0
"2014-03-27",13,10,6,18,4,14,8,14,24,19,0
"2014-03-28",6,8,3,17,2,7,1,11,18,10,1
"2014-03-31",11,13,7,17,8,11,7,17,15,20,1
"2014-04-01",16,13,9,13,6,9,5,16,30,18,1
"2014-04-02",15,16,3,20,7,10,10,21,30,31,1
"2014-04-03",12,9,6,16,11,11,5,17,19,23,0
"2014-04-04",10,7,6,20,3,11,1,16,23,16,0
"2014-04-07",10,6,5,14,4,9,0,14,19,17,0
"2014-04-08",16,13,14,23,9,16,10,24,33,28,1
"2014-04-09",10,8,5,11,5,9,3,14,25,16,1
"2014-04-10",20,8,14,28,8,19,9,17,41,21,0
"2014-04-11",12,10,7,16,9,9,7,18,27,26,0
"2014-04-14",15,13,6,20,10,10,8,14,28,24,1
"2014-04-15",7,4,2,11,6,6,1,17,15,21,1
"2014-04-16",14,5,8,14,2,8,4,6,24,13,1
"2014-04-17",11,9,2,14,3,5,5,14,14,14,0
"2014-04-21",14,11,11,19,11,14,4,17,32,24,1
"2014-04-22",16,8,12,20,5,14,6,17,33,19,1
"2014-04-23",10,7,6,17,5,8,6,13,20,16,0
"2014-04-24",12,13,3,12,4,11,4,12,22,17,0
"2014-04-25",8,7,4,17,2,10,4,8,32,14,0
"2014-04-28",11,11,3,15,7,9,7,14,24,17,1
"2014-04-29",11,5,4,12,2,8,4,15,18,15,1
"2014-04-30",13,4,4,23,6,7,2,14,21,20,1
"2014-05-01",16,11,9,18,7,14,6,18,28,21,0
"2014-05-02",11,7,5,18,8,10,4,21,22,20,0
"2014-05-05",8,7,5,15,3,10,7,9,18,16,1
"2014-05-06",19,14,9,23,7,13,4,15,32,18,0
"2014-05-07",12,13,9,16,7,10,3,17,21,14,1
"2014-05-08",10,6,4,17,3,6,3,13,13,17,1
"2014-05-09",8,8,6,9,6,7,6,9,14,15,1
"2014-05-12",12,12,5,18,7,6,9,17,23,19,1
"2014-05-13",13,17,6,24,10,17,12,21,25,27,1
"2014-05-14",12,8,5,13,3,9,4,14,21,18,0
"2014-05-15",12,7,6,12,4,6,3,16,17,18,0
"2014-05-16",14,10,7,21,4,16,9,13,24,17,1
"2014-05-19",7,9,7,9,5,8,4,13,19,17,1
"2014-05-20",14,13,9,19,9,7,6,24,23,23,0
"2014-05-21",13,12,6,16,10,12,6,18,24,32,1
"2014-05-22",17,11,7,28,6,17,6,16,35,25,1
"2014-05-23",16,10,9,20,6,15,8,11,28,16,1
"2014-05-27",8,12,2,16,7,7,4,15,19,26,1
"2014-05-28",11,12,5,18,5,8,7,19,21,22,0
"2014-05-29",13,13,6,16,8,9,6,18,24,20,1
"2014-05-30",13,11,4,19,4,9,4,13,20,16,1
"2014-06-02",7,11,3,14,6,4,3,11,14,21,1
"2014-06-03",15,15,4,18,12,10,5,18,31,30,0
"2014-06-04",13,6,7,20,3,7,3,15,22,25,1
"2014-06-05",9,9,7,13,4,6,3,13,18,19,1
"2014-06-06",13,5,3,20,3,10,5,12,20,16,1
"2014-06-09",15,16,6,27,7,9,5,15,29,27,1
"2014-06-10",10,10,5,17,7,10,5,15,20,22,1
"2014-06-11",14,11,3,17,5,10,2,15,27,21,0
"2014-06-12",14,9,9,17,3,14,6,10,27,16,0
"2014-06-13",9,5,4,15,6,4,3,11,17,16,1
"2014-06-16",12,12,7,18,7,15,3,19,24,25,1
"2014-06-17",5,4,3,11,4,6,3,19,13,19,1
"2014-06-18",11,11,7,21,6,8,5,9,27,18,1
"2014-06-19",7,14,7,18,6,10,2,19,26,23,1
"2014-06-20",5,12,5,12,4,4,2,15,18,19,1
"2014-06-23",13,8,5,16,6,9,3,12,23,19,0
"2014-06-24",15,11,10,18,8,14,5,18,30,21,0
"2014-06-25",15,13,7,24,8,14,8,18,35,30,1
"2014-06-26",12,11,7,20,5,4,5,17,26,25,0
"2014-06-27",9,7,3,16,3,7,3,8,21,13,1
"2014-06-30",16,9,6,24,9,14,7,22,29,25,0
"2014-07-01",8,16,1,15,8,5,4,16,16,30,1
"2014-07-02",18,14,6,26,6,12,2,14,29,19,1
"2014-07-03",13,10,5,19,8,9,2,18,27,28,1
"2014-07-07",15,14,6,21,6,10,1,15,28,20,0
"2014-07-08",12,7,7,17,5,8,3,19,25,21,0
"2014-07-09",14,7,4,18,7,10,7,10,25,17,1
"2014-07-10",8,11,4,16,5,10,3,19,21,24,0
"2014-07-11",9,12,7,21,7,9,4,10,29,17,1
"2014-07-14",10,7,5,13,5,9,3,9,20,17,1
"2014-07-15",14,11,6,18,6,8,4,11,27,23,1
"2014-07-16",12,6,4,20,3,11,4,13,20,17,1
"2014-07-17",11,13,9,19,8,11,3,16,20,19,0
"2014-07-18",8,10,5,15,5,9,4,16,17,17,1
"2014-07-21",16,12,6,23,5,19,6,9,27,17,0
"2014-07-22",7,7,4,9,6,11,4,13,18,16,1
"2014-07-23",19,6,4,22,5,14,8,13,30,17,0
"2014-07-24",8,8,5,16,5,10,3,18,22,23,0
"2014-07-25",13,11,5,24,6,13,2,16,24,16,0
"2014-07-28",7,10,3,11,8,4,4,13,14,21,1
"2014-07-29",11,12,2,11,9,8,7,11,19,21,0
"2014-07-30",15,8,7,20,5,11,5,15,29,15,0
"2014-07-31",13,8,9,19,5,10,7,11,25,15,0
"2014-08-01",17,11,8,21,5,10,5,15,23,22,0
"2014-08-04",10,9,7,19,4,8,5,11,24,13,1
"2014-08-05",9,8,7,10,4,10,3,16,18,22,0
"2014-08-06",14,9,7,14,4,12,4,14,24,23,1
"2014-08-07",6,6,1,10,3,5,3,8,18,12,0
"2014-08-08",7,11,3,14,8,8,6,12,15,15,1
"2014-08-11",11,10,7,19,5,10,3,14,22,22,1
"2014-08-12",9,9,5,15,5,8,3,13,16,20,0
"2014-08-13",6,8,3,14,7,7,9,15,15,22,1
"2014-08-14",12,14,2,18,8,8,5,23,18,35,1
"2014-08-15",14,4,5,19,4,6,2,13,23,14,0
"2014-08-18",14,13,6,19,10,12,10,14,25,22,1
"2014-08-19",15,9,8,21,7,14,7,19,27,20,1
"2014-08-20",8,8,4,12,6,10,5,7,20,17,1
"2014-08-21",21,16,10,29,8,17,11,18,36,20,1
"2014-08-22",15,9,5,21,6,9,5,12,27,21,0
"2014-08-25",9,11,3,21,5,13,4,8,26,22,1
"2014-08-26",15,9,6,17,5,10,3,12,26,21,1
"2014-08-27",16,7,8,20,6,7,4,19,28,20,1
"2014-08-28",14,13,7,20,4,12,2,17,31,17,0
"2014-08-29",13,8,3,22,2,9,2,15,25,16,1
"2014-09-02",13,14,5,23,9,10,4,20,27,29,0
"2014-09-03",12,8,2,8,5,4,3,14,19,13,1
"2014-09-04",15,10,3,18,3,7,3,11,23,20,0
"2014-09-05",14,6,5,18,5,9,7,16,24,19,1
"2014-09-08",11,16,10,20,11,8,10,18,26,28,0
"2014-09-09",10,10,4,14,3,10,5,12,18,18,0
"2014-09-10",11,15,3,20,6,11,8,16,27,17,1
"2014-09-11",15,12,6,17,9,10,9,13,25,21,0
"2014-09-12",19,18,10,25,11,11,7,20,31,34,0
"2014-09-15",5,11,4,13,8,7,8,11,10,20,1
"2014-09-16",12,8,6,19,5,13,6,19,20,22,1
"2014-09-17",14,11,5,14,5,6,7,15,20,24,1
"2014-09-18",13,16,6,18,8,9,6,13,21,20,1
"2014-09-19",12,12,6,13,8,12,5,13,19,15,1
"2014-09-22",12,10,6,20,7,10,7,14,21,23,0
"2014-09-23",7,12,3,8,4,5,1,8,18,18,0
"2014-09-24",7,8,4,10,7,5,4,13,14,14,1
"2014-09-25",9,6,5,13,3,5,4,17,15,24,0
"2014-09-26",9,7,3,8,8,6,3,14,14,23,1
"2014-09-29",15,10,7,20,6,12,8,10,22,18,0
"2014-09-30",8,10,3,16,6,10,5,14,22,28,0
"2014-10-01",13,10,6,19,12,9,8,18,26,30,0
"2014-10-02",15,13,6,16,11,11,2,23,27,26,0
"2014-10-03",10,7,2,18,4,11,7,12,19,12,1
"2014-10-06",7,6,4,18,9,8,4,14,23,18,0
"2014-10-07",16,12,8,21,8,14,4,23,26,25,0
"2014-10-08",14,9,5,21,3,8,4,16,25,22,1
"2014-10-09",9,8,6,17,5,8,6,16,18,23,0
"2014-10-10",14,7,7,19,5,16,5,9,29,20,0
"2014-10-13",11,13,6,12,9,7,4,16,20,25,0
"2014-10-14",12,6,3,20,3,14,8,12,22,15,0
"2014-10-15",12,13,8,18,8,16,4,15,23,21,0
"2014-10-16",14,14,4,21,10,11,4,19,24,27,0
"2014-10-17",16,15,8,18,4,7,8,13,21,19,1
"2014-10-20",11,9,4,17,6,10,4,21,20,29,1
"2014-10-21",15,8,6,22,6,10,2,10,27,17,1
"2014-10-22",13,17,6,20,10,11,11,11,21,26,0
"2014-10-23",14,12,2,19,10,7,3,19,22,22,1
"2014-10-24",14,13,10,24,7,11,6,17,30,17,1
"2014-10-27",9,8,3,15,3,9,2,11,20,14,1
"2014-10-28",10,17,8,13,9,7,5,18,22,26,1
"2014-10-29",10,10,1,13,5,5,4,16,15,25,0
"2014-10-30",10,3,4,11,3,8,2,9,16,13,1
"2014-10-31",12,10,4,17,8,5,4,16,20,27,1
"2014-11-03",6,13,3,13,4,4,3,13,15,21,0
"2014-11-04",7,9,4,12,6,5,4,17,18,25,1
"2014-11-05",11,7,7,14,4,10,6,12,20,21,1
"2014-11-06",18,11,8,17,4,9,2,17,25,19,1
"2014-11-07",11,10,5,17,4,8,5,17,21,23,1
"2014-11-10",12,4,3,14,5,8,5,21,16,19,1
"2014-11-11",12,11,5,16,4,7,6,11,24,17,1
"2014-11-12",8,13,3,19,9,7,4,17,18,23,0
"2014-11-13",13,10,8,17,5,12,3,14,19,19,1
"2014-11-14",9,13,4,15,6,8,3,17,25,22,0
"2014-11-17",14,7,8,19,8,10,5,13,24,21,1
"2014-11-18",16,5,7,18,3,9,5,9,31,15,1
"2014-11-19",10,6,8,13,6,9,6,16,19,21,0
"2014-11-20",17,12,10,15,2,9,2,11,28,13,1
"2014-11-21",12,11,7,14,4,9,7,15,26,24,1
"2014-11-24",10,6,3,19,5,8,4,11,21,17,1
"2014-11-25",21,8,9,22,2,15,8,14,31,22,0
"2014-11-26",10,11,3,16,7,8,6,16,24,25,1
"2014-11-28",11,14,2,10,10,9,4,19,24,23,1
"2014-12-01",10,11,7,14,6,13,5,17,24,17,0
"2014-12-02",10,14,10,18,6,10,7,14,26,19,1
"2014-12-03",11,12,7,14,8,11,6,25,24,34,1
"2014-12-04",12,11,11,19,3,14,5,13,31,20,0
"2014-12-05",15,11,10,21,5,12,3,20,25,21,1
"2014-12-08",12,12,5,19,9,12,5,23,23,23,0
"2014-12-09",12,7,7,17,5,13,7,16,24,18,0
"2014-12-10",21,18,9,26,7,13,9,19,31,17,0
"2014-12-11",11,8,5,19,7,11,3,16,20,29,1
"2014-12-12",13,12,8,16,11,8,3,16,21,21,0
"2014-12-15",16,18,5,19,13,8,8,19,27,29,0
"2014-12-16",9,10,4,13,4,5,2,15,21,20,0
"2014-12-17",17,13,8,22,2,15,9,11,36,11,1
"2014-12-18",17,10,8,24,7,13,6,16,30,23,1
"2014-12-19",16,15,10,23,12,16,7,24,28,31,1
"2014-12-22",15,15,7,19,6,11,4,18,26,23,1
"2014-12-23",10,12,4,20,7,8,3,25,22,29,1
"2014-12-24",7,9,3,9,7,7,4,19,16,26,1
"2014-12-26",13,15,4,14,7,6,4,20,18,25,1
"2014-12-29",7,8,1,7,5,7,3,12,17,17,0
"2014-12-30",16,12,8,19,3,10,6,14,27,20,0
"2014-12-31",10,7,5,8,5,6,2,8,14,12,0
"2015-01-02",16,12,8,19,11,15,7,15,20,28,1
"2015-01-05",10,12,4,20,6,16,2,13,22,23,0
"2015-01-06",12,11,6,14,7,8,7,18,19,27,0
"2015-01-07",13,10,9,22,7,9,5,11,24,22,1
"2015-01-08",16,6,6,21,5,12,5,14,26,22,1
"2015-01-09",15,9,6,18,3,9,2,17,24,17,0
"2015-01-12",16,9,7,19,6,11,4,10,24,24,0
"2015-01-13",6,8,3,9,6,3,4,12,11,16,0
"2015-01-14",12,4,10,14,5,10,2,13,22,18,0
"2015-01-15",8,6,9,11,3,7,3,11,16,22,0
"2015-01-16",12,10,2,13,7,5,6,15,19,26,1
"2015-01-20",8,11,4,17,8,4,6,21,19,25,1
"2015-01-21",9,9,4,14,5,8,3,12,23,22,1
"2015-01-22",15,16,6,19,9,10,5,20,27,28,1
"2015-01-23",13,11,7,16,6,10,5,14,19,21,0
"2015-01-26",13,7,4,17,4,10,5,11,26,15,1
"2015-01-27",16,5,6,21,5,8,2,13,21,20,0
"2015-01-28",11,13,8,14,11,6,6,17,21,26,0
"2015-01-29",10,11,4,20,6,10,3,15,21,22,1
"2015-01-30",9,10,3,14,4,5,2,18,16,22,0
"2015-02-02",18,12,8,23,8,11,4,25,24,41,1
"2015-02-03",7,11,6,15,7,7,5,9,18,18,1
"2015-02-04",18,8,5,18,4,11,5,11,22,14,1
"2015-02-05",10,12,1,13,6,6,2,14,20,21,1
"2015-02-06",12,9,5,20,3,8,6,12,24,20,0
"2015-02-09",13,7,7,21,4,11,4,16,17,12,0
"2015-02-10",15,9,5,20,6,11,4,19,33,21,1
"2015-02-11",8,7,6,20,3,11,3,10,16,15,0
"2015-02-12",15,10,7,18,7,9,5,16,23,18,1
"2015-02-13",16,12,9,19,2,9,3,16,30,18,1
"2015-02-17",16,13,9,25,5,20,7,14,29,25,1
"2015-02-18",17,14,11,27,8,20,2,18,34,22,0
"2015-02-19",13,14,2,17,9,3,4,16,20,27,0
"2015-02-20",16,16,7,26,6,17,4,19,35,24,1
"2015-02-23",10,9,3,15,5,9,5,18,22,24,0
"2015-02-24",8,12,2,10,7,2,6,18,17,24,1
"2015-02-25",17,10,7,24,10,10,3,19,32,25,1
"2015-02-26",16,16,7,23,8,16,6,19,29,20,0
"2015-02-27",11,6,5,14,3,10,2,10,25,17,0
"2015-03-02",15,11,6,19,5,10,7,15,26,20,1
"2015-03-03",11,12,6,10,9,10,6,19,21,23,0
"2015-03-04",12,5,6,17,2,13,0,9,23,16,0
"2015-03-05",20,8,7,25,6,13,3,26,27,30,1
"2015-03-06",18,12,6,31,5,20,5,17,35,23,0
"2015-03-09",13,11,7,22,5,13,1,14,27,20,1
"2015-03-10",17,12,12,20,7,17,6,18,28,25,0
"2015-03-11",11,5,2,10,4,6,4,12,21,20,0
"2015-03-12",9,10,9,22,8,8,6,20,20,26,1
"2015-03-13",9,14,6,15,7,10,5,20,16,27,0
"2015-03-16",13,14,3,19,10,9,5,19,33,26,1
"2015-03-17",8,13,1,13,8,6,4,21,13,33,0
"2015-03-18",8,12,6,13,11,10,2,22,19,30,1
"2015-03-19",9,12,5,9,10,6,5,24,17,28,0
"2015-03-20",12,11,7,16,10,9,6,17,23,26,1
"2015-03-23",11,5,6,17,4,13,1,15,20,19,0
"2015-03-24",11,10,5,16,6,5,2,17,20,24,0
"2015-03-25",11,14,6,16,6,8,5,7,19,22,0
"2015-03-26",11,10,1,16,5,7,6,14,19,19,0
"2015-03-27",15,12,9,19,7,12,5,21,24,29,1
"2015-03-30",16,6,8,23,3,13,4,12,31,19,1
"2015-03-31",15,9,6,21,3,11,5,13,30,25,0
"2015-04-01",11,12,4,18,8,10,6,20,18,24,0
"2015-04-02",21,9,8,22,6,16,8,22,33,20,1
"2015-04-06",12,6,5,17,5,11,4,19,25,26,1
"2015-04-07",18,16,9,31,10,17,7,19,30,21,0
"2015-04-08",14,13,6,22,6,14,8,18,31,24,1
"2015-04-09",9,8,4,16,7,10,4,15,21,14,1
"2015-04-10",10,12,2,16,7,6,4,18,17,27,1
"2015-04-13",8,12,5,14,4,7,7,19,18,24,0
"2015-04-14",17,10,6,18,6,15,2,17,29,20,1
"2015-04-15",10,8,5,15,6,7,1,14,21,26,1
"2015-04-16",11,11,1,13,5,6,4,16,18,22,0
"2015-04-17",11,13,3,16,5,6,5,15,16,22,0
"2015-04-20",14,8,7,21,8,9,6,14,28,23,1
"2015-04-21",11,8,9,15,3,9,4,16,26,21,0
"2015-04-22",12,7,7,20,2,10,5,19,18,19,1
"2015-04-23",14,19,9,22,11,11,9,19,25,30,1
"2015-04-24",7,10,4,11,8,10,2,24,15,26,1
"2015-04-27",16,9,9,20,5,16,4,17,31,20,0
"2015-04-28",11,9,3,14,5,6,3,19,14,24,1
"2015-04-29",12,13,4,13,4,8,6,14,21,27,0
"2015-04-30",9,11,4,18,6,12,1,11,18,20,0
"2015-05-01",10,9,4,16,3,10,7,12,25,19,1
"2015-05-04",14,14,4,23,6,12,7,12,26,25,1
"2015-05-05",6,10,5,18,7,8,5,19,24,24,0
"2015-05-06",10,15,6,15,8,10,5,12,15,27,0
"2015-05-07",7,9,4,14,7,8,3,17,16,21,1
"2015-05-08",9,7,2,10,4,4,2,8,18,10,1
"2015-05-11",13,17,3,21,10,7,5,17,23,34,0
"2015-05-12",12,8,1,18,3,7,7,17,21,17,0
"2015-05-13",12,12,2,22,7,7,13,19,21,29,0
"2015-05-14",15,12,5,23,5,11,5,16,29,20,1
"2015-05-15",18,13,6,23,7,14,9,16,31,20,1
"2015-05-18",22,12,14,22,2,18,7,10,36,23,1
"2015-05-19",15,11,10,16,7,14,4,13,24,24,1
"2015-05-20",12,14,11,15,9,10,2,17,25,29,0
"2015-05-21",8,8,3,14,8,8,3,17,17,23,1
"2015-05-22",10,21,4,17,10,11,2,24,23,31,0
"2015-05-26",14,20,6,22,12,10,10,17,26,25,0
"2015-05-27",12,14,7,20,8,12,3,14,22,28,1
"2015-05-28",9,13,7,19,10,8,7,26,24,29,0
"2015-05-29",10,12,5,16,7,7,4,17,17,38,0
"2015-06-01",13,7,5,17,3,9,2,19,28,18,1
"2015-06-02",10,17,2,14,10,8,4,19,22,22,0
"2015-06-03",10,13,6,13,8,11,5,14,22,26,1
"2015-06-04",8,9,8,15,2,6,3,14,21,18,0
"2015-06-05",14,12,3,18,6,9,6,20,17,23,0
"2015-06-08",15,12,9,16,8,14,5,13,23,22,0
"2015-06-09",19,7,6,23,4,10,4,14,30,19,0
"2015-06-10",11,15,4,11,9,8,6,24,28,25,1
"2015-06-11",10,16,9,14,6,14,4,16,25,26,1
"2015-06-12",12,13,7,24,12,11,7,14,26,26,0
"2015-06-15",19,10,4,21,7,9,3,16,24,20,0
"2015-06-16",12,12,7,15,7,11,4,13,28,23,1
"2015-06-17",15,11,11,16,7,12,5,14,25,19,1
"2015-06-18",11,12,9,16,7,8,3,18,24,29,1
"2015-06-19",14,13,5,20,5,8,9,15,24,26,0
"2015-06-22",12,13,7,19,9,9,6,18,26,33,1
"2015-06-23",19,12,8,26,6,12,10,18,30,31,1
"2015-06-24",3,13,2,6,6,1,4,10,9,22,0
"2015-06-25",5,17,6,9,12,5,9,19,18,25,0
"2015-06-26",7,5,3,12,3,4,6,10,14,15,1
"2015-06-29",8,14,8,15,6,10,5,8,23,15,0
"2015-06-30",10,10,6,12,5,5,5,15,18,17,1
"2015-07-01",14,11,7,18,6,12,4,19,30,19,1
"2015-07-02",16,18,11,27,6,11,10,19,38,34,0
"2015-07-06",13,14,5,21,8,13,10,16,29,18,0
"2015-07-07",16,10,12,18,9,14,5,10,28,23,1
"2015-07-08",12,10,4,15,10,9,3,18,20,23,0
"2015-07-09",12,6,2,13,4,6,3,10,22,14,1
"2015-07-10",11,11,6,14,9,11,8,13,22,23,1
"2015-07-13",15,4,5,17,2,11,4,15,27,19,1
"2015-07-14",9,15,10,18,8,5,4,17,22,24,1
"2015-07-15",11,9,7,13,11,8,10,14,18,24,0
"2015-07-16",9,12,7,19,7,7,8,23,27,27,1
"2015-07-17",16,16,5,25,12,15,9,17,30,30,0
"2015-07-20",6,12,6,14,6,8,4,18,19,19,1
"2015-07-21",9,14,11,23,5,13,5,17,31,31,0
"2015-07-22",11,13,6,17,7,12,4,21,22,25,0
"2015-07-23",9,11,8,18,6,14,6,18,21,26,0
"2015-07-24",17,7,8,20,7,10,7,15,26,19,0
"2015-07-27",16,8,8,25,6,13,6,15,33,24,0
"2015-07-28",9,9,8,18,6,10,3,9,25,18,1
"2015-07-29",10,13,8,16,10,8,6,22,22,29,1
"2015-07-30",11,13,12,20,7,11,4,21,23,26,0
"2015-07-31",13,15,11,17,8,11,9,17,21,26,0
"2015-08-03",8,10,8,15,6,9,1,11,22,18,0
"2015-08-04",16,11,8,24,8,13,7,22,26,24,0
"2015-08-05",20,17,10,23,10,10,10,19,31,28,0
"2015-08-06",20,11,11,25,10,19,7,27,33,30,0
"2015-08-07",15,10,14,25,5,16,5,15,33,25,0
"2015-08-10",8,11,4,13,8,7,4,12,18,23,1
"2015-08-11",10,7,3,17,4,13,4,14,25,22,0
"2015-08-12",9,12,3,14,14,11,3,23,19,31,0
"2015-08-13",9,13,7,20,10,7,10,17,26,27,1
"2015-08-14",9,7,5,13,3,6,4,8,21,16,1
"2015-08-17",14,14,9,28,10,13,13,14,32,20,1
"2015-08-18",13,10,6,16,3,11,2,12,24,20,0
"2015-08-19",8,13,3,14,8,6,9,16,24,30,0
"2015-08-20",11,12,5,29,6,14,6,17,35,27,0
"2015-08-21",8,8,7,16,5,11,5,12,24,27,0
"2015-08-24",13,5,6,17,3,9,3,8,21,16,0
"2015-08-25",11,7,2,15,5,7,2,18,22,20,0
"2015-08-26",11,16,7,14,11,14,5,13,24,23,1
"2015-08-27",11,9,6,12,2,7,5,16,25,17,1
"2015-08-28",15,7,8,25,4,10,4,14,31,20,0
"2015-08-31",19,16,12,26,12,14,9,19,37,33,0
"2015-09-01",11,14,4,13,8,10,2,18,19,25,0
"2015-09-02",10,9,4,12,5,8,5,14,22,19,1
"2015-09-03",9,9,9,16,5,15,2,17,29,25,1
"2015-09-04",7,4,5,13,4,9,3,10,24,14,0
"2015-09-08",15,13,6,20,9,10,4,15,23,17,1
"2015-09-09",8,11,1,15,4,7,2,15,17,22,0
"2015-09-10",14,9,10,19,3,14,5,16,31,19,1
"2015-09-11",15,13,9,19,9,13,1,16,24,29,1
"2015-09-14",14,13,6,18,11,10,7,15,24,23,0
"2015-09-15",12,9,5,16,7,11,7,10,22,22,1
"2015-09-16",9,12,5,12,10,10,4,22,26,26,1
"2015-09-17",13,17,6,16,9,12,6,22,24,31,0
"2015-09-18",6,13,4,15,5,6,4,11,15,20,0
"2015-09-21",15,8,8,16,2,11,5,13,24,15,1
"2015-09-22",8,9,3,14,8,8,2,16,21,27,0
"2015-09-23",17,9,12,23,2,18,6,10,30,23,0
"2015-09-24",13,6,8,20,4,12,5,6,27,14,0
"2015-09-25",8,10,6,9,2,9,3,7,15,13,1
"2015-09-28",7,14,7,12,8,8,6,11,20,16,0
"2015-09-29",13,14,2,16,7,9,6,27,25,34,1
"2015-09-30",19,13,10,20,4,19,5,12,28,20,1
"2015-10-01",5,2,5,11,2,7,1,6,17,16,0
"2015-10-02",18,11,10,21,6,12,8,14,28,15,1
"2015-10-05",12,8,6,16,4,8,5,17,24,25,1
"2015-10-06",11,10,7,19,7,9,4,16,20,19,1
"2015-10-07",7,11,3,11,3,6,3,16,14,21,1
"2015-10-08",12,11,9,15,5,9,7,9,22,18,1
"2015-10-09",16,10,7,19,4,11,4,12,25,23,1
"2015-10-12",14,7,5,19,7,8,4,15,24,22,1
"2015-10-13",17,8,8,25,3,19,4,12,34,19,0
"2015-10-14",13,17,4,26,8,11,5,15,26,31,0
"2015-10-15",12,9,9,22,6,13,7,17,28,27,1
"2015-10-16",9,9,5,11,5,8,5,17,19,24,1
"2015-10-19",23,6,9,23,6,11,6,13,32,18,1
"2015-10-20",13,11,4,18,6,8,5,21,25,18,0
"2015-10-21",14,10,7,17,11,11,4,17,27,28,0
"2015-10-22",16,19,6,18,10,16,9,19,28,27,1
"2015-10-23",13,11,7,16,5,15,3,17,23,23,1
"2015-10-26",14,6,2,24,3,7,6,9,29,17,0
"2015-10-27",14,15,3,22,9,15,3,23,30,19,0
"2015-10-28",11,7,9,21,5,12,2,16,30,27,1
"2015-10-29",13,14,11,17,11,14,6,26,33,26,0
"2015-10-30",16,9,11,18,8,16,5,16,27,24,0
"2015-11-02",10,10,5,14,5,10,2,15,20,19,1
"2015-11-03",18,15,5,16,7,12,6,13,26,35,1
"2015-11-04",12,9,7,18,4,10,5,13,26,18,0
"2015-11-05",8,14,4,17,10,12,8,16,18,28,0
"2015-11-06",15,11,10,26,9,20,6,28,34,31,1
"2015-11-09",11,10,3,18,9,11,8,16,29,15,0
"2015-11-10",16,14,12,24,7,19,6,18,35,19,1
"2015-11-11",6,15,7,15,9,15,6,20,25,24,0
"2015-11-12",11,14,9,21,11,14,6,20,29,32,0
"2015-11-13",10,8,5,15,5,11,6,14,24,14,0
"2015-11-16",12,4,4,14,2,10,3,13,17,13,1
"2015-11-17",7,12,4,14,7,7,3,21,18,19,1
"2015-11-18",14,7,6,21,7,11,6,12,26,18,1
"2015-11-19",14,9,4,18,5,9,5,11,23,14,0
"2015-11-20",20,8,7,26,4,15,6,13,30,22,1
"2015-11-23",11,12,5,19,8,16,6,21,26,22,0
"2015-11-24",13,7,3,19,6,8,4,14,22,17,1
"2015-11-25",11,3,4,15,2,10,3,8,17,14,1
"2015-11-27",11,9,4,14,2,7,3,16,18,16,0
"2015-11-30",5,12,5,12,8,7,4,12,19,22,0
"2015-12-01",6,9,2,15,8,9,2,15,20,28,1
"2015-12-02",6,6,3,11,7,3,2,12,16,20,0
"2015-12-03",18,15,6,24,11,13,8,26,25,27,0
"2015-12-04",11,9,7,17,7,12,4,20,19,24,1
"2015-12-07",7,10,5,15,6,9,5,15,18,24,0
"2015-12-08",11,11,7,21,5,12,7,23,24,26,0
"2015-12-09",12,20,7,23,12,13,7,23,26,32,0
"2015-12-10",15,10,9,20,8,14,6,18,26,28,1
